Time,SecL,RPM,MAP,MAPxRPM,TPS,AFR,Lambda,IAT,CLT,Engine,DFCO,Gego,Gair,Gbattery,Gwarm,Gbaro,Gammae,Accel Enrich,VE (Current,VE1,VE2,PW,PW2,PW3,PW4,AFR Target,Lambda Target,Duty Cycle,Duty Cycle (Staging,TPS DOT,Advance (Current,Dwell,Dwell (Measured,Battery V,rpm/s,Boost PSI,Boost cut,Hard Launch,Hard Limiter,Idle Control,IAC value,Baro Pressure,Fan,Sync Loss #,Loops/s,Loops/rev,Aux0,Aux1,Aux2,Aux3,Aux4,Aux5,Aux6,Aux7,Aux8,Aux9,Aux10,Aux11,Aux12,Aux13,Aux14,Aux15,Advance 1,Advance 2,FuelLoad,IgnitionLoad,Sync status,Engine Prot. RPM,Engine Prot. CLT,Trip Meter Miles,Odometer Miles,Vehicle Speed,Power,Torque
25.661,51,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.726,51,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.794,51,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.863,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.931,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
25.995,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.064,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.129,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.195,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.261,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.330,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.396,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.465,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.532,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.598,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.665,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.733,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.799,52,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.865,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.932,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
26.996,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.063,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.132,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.199,53,0,99,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,-0.1,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,99.0,99.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.261,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.329,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.398,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.466,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.531,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.594,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.661,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.730,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.799,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.864,53,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.932,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
27.998,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.063,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.131,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.199,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.267,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.334,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.400,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.467,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.535,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.600,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.665,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.732,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.799,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.866,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
28.933,54,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
29.016,55,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
29.077,55,0,100,0.0,0.0,6.800,0.756,38.0,33.0,0,0.0,100,100,100.0,126,100,158,100,51,51,0,0.000,6.569,0.000,0.000,6.800,0.756,0.0,0.0,0,22,4.500,4.491,14.6,0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,4061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,100.0,100.0,0.0,Off,Off,0.00,0.00,0.00,0.0,0.0
